UniqueID,Probability1
12391,0.530878274
12392,0.81123525
12393,0.370816009
12394,0.63267864
12395,0.373714864
12396,0.227715657
12397,0.286749485
12398,0.817131595
12399,0.792493955
12400,0.530083149
12401,0.189885677
12402,0.68916515
12403,0.135572975
12404,0.605794979
12405,0.299163088
12406,0.547133348
12407,0.766275444
12408,0.606940902
12409,0.604416446
12410,0.861427608
12411,0.775500939
12412,0.130059955
12413,0.323126271
12414,0.211726832
12415,0.719052442
12416,0.720743069
12417,0.017265741
12418,0.302096884
12419,0.077716473
12420,0.961892915
12421,0.439274681
12422,0.684476548
12423,0.959717693
12424,0.205287812
12425,0.879738642
12426,0.390252084
12427,0.433325189
12428,0.952312965
12429,0.567743008
12430,0.641985141
12431,0.73609018
12432,0.923982326
12433,0.499144325
12434,0.553878003
12435,0.406088244
12436,0.711543273
12437,0.988083145
12438,0.093041303
12439,0.62371733
12440,0.444840538
12441,0.782485758
12442,0.916006501
12443,0.909877491
12444,0.274229998
12445,0.22124872
12446,0.701658429
12447,0.364163725
12448,0.413087387
12449,0.24885389
12450,0.792164307
12451,0.049148503
12452,0.202002205
12453,0.159941824
12454,0.711411017
12455,0.391032102
12456,0.699232866
12457,0.189838769
12458,0.269505818
12459,0.801016048
12460,0.894117999
12461,0.090194205
12462,0.955608149
12463,0.605284545
12464,0.44145909
12465,0.907948447
12466,0.177717099
12467,0.669588585
12468,0.066428195
12469,0.803270821
12470,0.527142873
12471,0.83738869
12472,0.608721415
12473,0.397549538
12474,0.374614414
12475,0.208563847
12476,0.315805356
12477,0.977684995
12478,0.102345277
12479,0.563630371
12480,0.556445287
12481,0.026085537
12482,0.696701689
12483,0.471210814
12484,0.430355643
12485,0.891249622
12486,0.554091759
12487,0.841319629
12488,0.510523426
12489,0.253067234
12490,0.532303203
12491,0.337360254
12492,0.326285991
12493,0.710701401
12494,0.118696227
12495,0.831076299
12496,0.039376645
12497,0.293244586
12498,0.641883267
12499,0.711830227
12500,0.55080423
12501,0.576661191
12502,0.351929238
12503,0.641001034
12504,0.010256853
12505,0.831368869
12506,0.494540056
12507,0.284667149
12508,0.447943084
12509,0.365749291
12510,0.938838459
12511,0.146621576
12512,0.153922889
12513,0.708924431
12514,0.358139803
12515,0.449296736
12516,0.245197987
12517,0.418665984
12518,0.675428765
12519,0.244078462
12520,0.699918538
12521,0.902553129
12522,0.824409539
12523,0.22799677
12524,0.718500922
12525,0.965213946
12526,0.849893618
12527,0.36599529
12528,0.762376894
12529,0.596389821
12530,0.598384743
12531,0.302357948
12532,0.523463184
12533,0.10644392
12534,0.047652378
12535,0.959445225
12536,0.600710544
12537,0.405811299
12538,0.596486985
12539,0.936102457
12540,0.330745289
12541,0.78387901
12542,0.043038159
12543,0.301952338
12544,0.653296088
12545,0.591492434
12546,0.646794033
12547,0.318174568
12548,0.125217059
12549,0.203186032
12550,0.925735633
12551,0.867409384
12552,0.283343182
12553,0.744358415
12554,0.591370044
12555,0.776227411
12556,0.233632352
12557,0.77690922
12558,0.374341852
12559,0.341469957
12560,0.879297978
12561,0.907084462
12562,0.107386775
12563,0.150709727
12564,0.302173271
12565,0.098049103
12566,0.280817192
12567,0.67549859
12568,0.939072334
12569,0.145867904
12570,0.006466486
12571,0.568032497
12572,0.251167328
12573,0.261961795
12574,0.163450204
12575,0.674444614
12576,0.323609462
12577,0.843393201
12578,0.821506092
12579,0.049859609
12580,0.009175327
12581,0.514232243
12582,0.856923035
12583,0.363844569
12584,0.484690774
12585,0.706610674
12586,0.364644206
12587,0.440840657
12588,0.991842097
12589,0.321375074
12590,0.356265101
12591,0.41590089
12592,0.434013392
12593,0.006233778
12594,0.893362882
12595,0.876667318
12596,0.614528763
12597,0.662744592
12598,0.067199611
12599,0.183454015
12600,0.539623719
12601,0.909403574
12602,0.65467442
12603,0.718237438
12604,0.282333075
12605,0.23322811
12606,0.291225845
12607,0.187966987
12608,0.313768435
12609,0.886442524
12610,0.654254712
12611,0.495329224
12612,0.938805257
12613,0.408874555
12614,0.074252002
12615,0.651282252
12616,0.970914392
12617,0.177045161
12618,0.825163402
12619,0.325843623
12620,0.561153844
12621,0.636269401
12622,0.62257127
12623,0.345652252
12624,0.206783847
12625,0.831584515
12626,0.613907987
12627,0.574625955
12628,0.434509475
12629,0.146141668
12630,0.284889567
12631,0.569910129
12632,0.155191385
12633,0.790126265
12634,0.966934691
12635,0.742776095
12636,0.150326195
12637,0.977804444
12638,0.883729676
12639,0.491750613
12640,0.972617997
12641,0.949992709
12642,0.376671918
12643,0.426256176
12644,0.065489154
12645,0.705455817
12646,0.068807152
12647,0.377533556
12648,0.899097088
12649,0.603816906
12650,0.047421617
12651,0.900850782
12652,0.852819069
12653,0.826148589
12654,0.176774227
12655,0.294246784
12656,0.955841764
12657,0.806979637
12658,0.959150299
12659,0.573498556
