NumVisits,AvgProdCount,AvgDiscount,AvgSalesValue,MorningPct,AfternoonPct
15,8.4,2.553333333,23.426,26.66666667,46.66666667
83,11.12048193,4.237228916,36.70915663,50.60240964,39.75903614
139,11.97122302,4.066906475,39.47683453,17.26618705,45.32374101
56,10.30357143,6.773928571,35.04035714,10.71428571,51.78571429
11,3.090909091,1.684545455,9.371818182,27.27272727,45.45454545
141,2.730496454,1.378297872,7.608439716,9.929078014,39.0070922
201,11.72636816,6.139104478,33.29119403,52.73631841,41.29353234
194,4.695876289,2.579175258,16.00963918,21.13402062,34.53608247
268,10.92910448,5.757276119,38.68313433,55.59701493,38.80597015
44,11.20454545,8.313636364,38.37113636,40.90909091,56.81818182
8,13.375,27.04625,50.1175,25,62.5
11,3.636363636,4.81,16.70909091,63.63636364,36.36363636
33,7.454545455,2.211818182,10.88757576,42.42424242,51.51515152
33,3.696969697,2.201212121,17.86666667,100,0
264,5.34469697,2.13219697,14.84018939,37.12121212,53.03030303
122,4.344262295,1.878852459,16.73909836,41.80327869,36.8852459
29,6.310344828,2.854482759,13.65344828,10.34482759,62.06896552
227,12.25110132,10.89801762,42.37400881,45.37444934,45.37444934
553,3.976491863,1.752079566,8.970650995,35.44303797,56.60036166
183,11.43715847,5.686502732,31.17125683,33.87978142,49.18032787
32,1.46875,0.3346875,2.3875,96.875,3.125
90,7.366666667,5.893111111,37.51144444,36.66666667,53.33333333
107,24.17757009,9.365981308,60.49934579,23.36448598,61.68224299
164,4.493902439,1.480121951,17.4645122,12.19512195,46.34146341
131,7.977099237,6.601755725,15.63083969,60.30534351,39.69465649
64,3.609375,2.76765625,18.23578125,37.5,62.5
16,6.625,4.785625,19.74625,25,75
87,28.35632184,14.48597701,71.57586207,24.13793103,63.2183908
210,4.942857143,1.907761905,11.9292381,10,29.52380952
154,8.084415584,5.067987013,25.65012987,41.55844156,48.05194805
94,12.68085106,9.005425532,31.93712766,26.59574468,60.63829787
152,13.63157895,7.514736842,36.5375,14.47368421,36.18421053
51,2.431372549,1.775294118,11.10803922,31.37254902,66.66666667
110,3.281818182,1.672,10.76127273,60.90909091,29.09090909
52,8.903846154,2.900961538,23.2325,15.38461538,30.76923077
282,6.163120567,3.364574468,16.65421986,17.37588652,67.73049645
46,23.23913043,11.22565217,87.37913043,34.7826087,52.17391304
45,7.777777778,1.822222222,26.71777778,11.11111111,82.22222222
229,22.24017467,9.751528384,50.72340611,27.07423581,49.78165939
11,4.272727273,0.902727273,16.14181818,100,0
10,15.4,5.721,49.041,10,50
181,4.53038674,1.673977901,16.02022099,15.46961326,50.27624309
57,13.05263158,7.740175439,27.84877193,12.28070175,43.85964912
106,12.00943396,5.624056604,31.57283019,12.26415094,84.90566038
36,3.888888889,3.035277778,12.29555556,33.33333333,55.55555556
308,6.853896104,6.290616883,21.10448052,21.75324675,55.51948052
59,5.610169492,2.865423729,20.04118644,30.50847458,44.06779661
180,10.1,5.458277778,29.5775,35.55555556,57.77777778
205,6.541463415,2.566439024,12.42585366,17.07317073,60.97560976
255,11.02352941,4.565960784,27.16137255,17.64705882,54.11764706
33,19.51515152,11.76575758,69.53393939,0,69.6969697
242,4.818181818,8.622603306,27.48586777,63.2231405,36.36363636
8,13.25,6.645,38.105,0,87.5
51,4.901960784,1.969803922,10.6272549,7.843137255,37.25490196
128,18.5546875,12.09273438,51.14640625,38.28125,53.90625
169,13.89940828,7.77704142,27.16964497,71.00591716,26.03550296
67,6.940298507,2.979552239,30.06955224,10.44776119,62.68656716
41,6.390243902,4.228536585,29.82512195,9.756097561,48.7804878
62,14.22580645,6.020483871,43.08322581,22.58064516,33.87096774
104,13.875,4.349038462,33.66413462,18.26923077,72.11538462
185,7.745945946,3.220324324,18.70983784,24.32432432,54.59459459
51,11.70588235,6.922745098,29.71862745,9.803921569,58.82352941
80,2.925,1.065875,16.783125,32.5,55
223,19.8161435,9.856547085,68.72174888,45.73991031,51.56950673
88,12.05681818,6.024090909,37.67761364,12.5,51.13636364
201,15.0199005,8.110895522,65.98059701,22.88557214,73.6318408
83,3.746987952,3.159759036,7.803855422,51.80722892,48.19277108
94,14.68085106,5.787340426,27.32138298,39.36170213,59.57446809
90,17.25555556,6.021888889,50.29122222,7.777777778,82.22222222
62,12.32258065,3.380967742,41.82274194,16.12903226,25.80645161
19,1.684210526,0.355263158,12.75368421,68.42105263,26.31578947
112,7.705357143,3.583660714,19.87125,40.17857143,40.17857143
132,5.613636364,5.162272727,17.835,34.09090909,37.87878788
174,7.310344828,4.254367816,18.52097701,27.01149425,54.59770115
61,3.819672131,2.380163934,11.20344262,22.95081967,26.2295082
358,6.93575419,5.433547486,29.61312849,29.05027933,40.22346369
31,10.32258065,5.964516129,27.53064516,29.03225806,19.35483871
191,7.696335079,6.850890052,24.38863874,36.64921466,58.63874346
41,12.07317073,4.805609756,33.68487805,17.07317073,73.17073171
40,6.475,1.9065,11.89325,2.5,80
20,7.55,2.7865,25.581,25,60
354,5.731638418,3.428954802,17.39045198,25.70621469,44.06779661
98,10.87755102,5.071836735,29.33918367,46.93877551,36.73469388
75,15.28,11.7684,50.9852,28,58.66666667
86,18.56976744,14.11383721,64.36151163,37.20930233,54.65116279
74,4.081081081,1.411621622,9.695945946,68.91891892,31.08108108
77,16.01298701,7.930649351,36.42623377,11.68831169,81.81818182
38,9.842105263,7.208684211,27.95184211,15.78947368,68.42105263
68,16.10294118,10.91220588,51.89985294,36.76470588,47.05882353
83,13.03614458,5.841445783,37.02807229,13.25301205,71.08433735
140,4.971428571,2.437142857,12.29028571,14.28571429,55
52,3.807692308,1.177307692,8.621923077,7.692307692,55.76923077
176,4.761363636,2.250397727,13.205625,52.27272727,42.04545455
408,6.235294118,3.769019608,16.11330882,30.88235294,53.18627451
88,7.102272727,5.258863636,24.16261364,18.18181818,46.59090909
59,8.050847458,6.402542373,24.92355932,5.084745763,55.93220339
41,8.975609756,5.225853659,20.56146341,43.90243902,39.02439024
36,19.91666667,19.88055556,41.31138889,33.33333333,44.44444444
55,6.909090909,2.424363636,22.39563636,14.54545455,30.90909091
215,14.33488372,5.855255814,55.44618605,54.88372093,38.60465116
6,11.66666667,8.696666667,38.39166667,0,83.33333333
49,8.489795918,7.220816327,25.02326531,24.48979592,55.10204082
37,12.05405405,12.49108108,39.30486486,43.24324324,56.75675676
92,12.10869565,3.443478261,16.94184783,36.95652174,54.34782609
30,9.133333333,4.494333333,28.906,33.33333333,43.33333333
52,13.63461538,6.593846154,40.40480769,21.15384615,59.61538462
587,3.480408859,1.28890971,8.899608177,14.31005111,54.17376491
172,5.511627907,2.500465116,15.98226744,23.8372093,45.93023256
180,3.155555556,2.238222222,10.38772222,60.55555556,39.44444444
86,11.52325581,4.953139535,24.92872093,41.86046512,34.88372093
57,9.228070175,4.080526316,26.94894737,54.38596491,36.84210526
266,7.545112782,4.529924812,22.82526316,6.015037594,63.90977444
71,12.95774648,4.253380282,42.78225352,39.43661972,52.11267606
17,6.470588235,2.024705882,16.03058824,35.29411765,58.82352941
116,15.87931034,9.097672414,36.83112069,21.55172414,35.34482759
174,5.494252874,5.835862069,17.21534483,44.82758621,42.52873563
122,7.12295082,3.068442623,25.07942623,18.85245902,59.01639344
20,17.1,5.77,63.401,45,50
37,4.297297297,1.651891892,13.80540541,32.43243243,51.35135135
24,1.666666667,1.103333333,10.64916667,29.16666667,70.83333333
45,16.86666667,11.62844444,44.98911111,28.88888889,71.11111111
25,14.72,6.2404,29.6184,12,28
159,2.283018868,1.02081761,11.13754717,5.031446541,76.72955975
10,8.1,4.185,23.497,30,70
27,17.2962963,9.265925926,44.75518519,33.33333333,62.96296296
51,9.588235294,3.597058824,22.62784314,7.843137255,66.66666667
23,9.565217391,6.464782609,34.27347826,30.43478261,56.52173913
50,7.32,4.3348,22.6116,20,66
119,5.378151261,2.610756303,17.04596639,35.29411765,4.201680672
38,5.078947368,3.739736842,16.33052632,18.42105263,44.73684211
68,9,5.830588235,30.93235294,23.52941176,55.88235294
39,14.41025641,9.069230769,42.84153846,64.1025641,35.8974359
36,14.11111111,7.566388889,32.28722222,13.88888889,47.22222222
136,4.198529412,1.45375,11.47551471,13.97058824,64.70588235
257,5.964980545,4.081439689,27.58782101,31.12840467,56.80933852
68,10.45588235,8.991029412,31.43558824,45.58823529,39.70588235
3,4.333333333,1.26,19.84,33.33333333,33.33333333
59,6,2.834576271,11.88135593,49.15254237,28.81355932
43,13.74418605,10.49767442,42.96790698,18.60465116,41.86046512
38,5.789473684,2.275263158,21.105,65.78947368,31.57894737
23,10.04347826,5.999130435,30.27304348,13.04347826,60.86956522
34,5.794117647,4.361764706,16.26029412,55.88235294,32.35294118
95,13.17894737,5.813473684,39.76926316,45.26315789,53.68421053
136,6.580882353,4.270588235,35.40191176,36.76470588,50
73,8.575342466,3.910273973,25.79191781,23.28767123,53.42465753
91,15.42857143,12.47241758,45.78813187,21.97802198,73.62637363
186,11.48387097,6.773333333,28.28596774,18.27956989,64.51612903
55,12.49090909,3.889272727,35.07690909,18.18181818,65.45454545
461,7.310195228,3.945466377,18.78344902,16.48590022,57.26681128
54,4.037037037,2.428888889,12.36981481,85.18518519,12.96296296
80,5.0375,2.152875,14.582875,16.25,47.5
48,10.22916667,7.471666667,29.899375,37.5,54.16666667
37,7.108108108,4.361621622,26.07783784,18.91891892,48.64864865
42,7.571428571,3.063095238,21.63880952,28.57142857,45.23809524
57,6.350877193,4.076491228,16.30298246,35.0877193,56.14035088
106,9.971698113,4.637075472,35.37396226,16.98113208,29.24528302
15,9.933333333,5.101333333,25.77333333,40,26.66666667
21,18.52380952,5.74047619,47.4152381,33.33333333,52.38095238
140,9.985714286,8.189857143,30.68807143,70,26.42857143
196,8.566326531,6.205714286,35.0844898,42.85714286,50
147,10.99319728,6.430748299,25.66367347,24.48979592,61.2244898
112,8.258928571,3.420892857,20.03625,35.71428571,41.07142857
109,10.99082569,4.148165138,28.00605505,17.43119266,73.39449541
9,26.55555556,9.182222222,67.38888889,22.22222222,55.55555556
86,12.44186047,5.950813953,30.90593023,17.44186047,55.81395349
142,5.816901408,2.173661972,11.77929577,50,31.69014085
120,5.866666667,2.494833333,21.87083333,18.33333333,65.83333333
65,12.33846154,8.688461538,37.46338462,9.230769231,76.92307692
164,12.40243902,6.336219512,56.16902439,37.80487805,45.73170732
228,15.44298246,6.424122807,52.12627193,76.75438596,22.36842105
91,9.384615385,5.538241758,27.74989011,4.395604396,58.24175824
79,15.93670886,8.540253165,36.44670886,35.44303797,59.49367089
130,17.50769231,5.215615385,45.36846154,5.384615385,83.84615385
118,6.491525424,4.077033898,23.21169492,10.16949153,68.6440678
56,11.03571429,9.079821429,28.58571429,53.57142857,32.14285714
44,6.25,2.638863636,16.58681818,11.36363636,68.18181818
50,8.98,5.5088,24.1012,32,48
135,8.925925926,5.162666667,10.29814815,11.85185185,74.81481481
87,8.540229885,6.014597701,27.64149425,42.52873563,44.82758621
40,8.15,8.28275,25.12225,7.5,65
168,11.5,6.118988095,26.91077381,25.5952381,64.88095238
9,11.55555556,11.93555556,36.18666667,44.44444444,22.22222222
631,6.408874802,3.444199683,20.11976228,27.09984152,48.65293185
15,11,6.879333333,43.026,46.66666667,53.33333333
19,6.368421053,2.702631579,13.71789474,0,47.36842105
200,13.86,5.84795,60.7832,34,58.5
47,12.19148936,9.263191489,33.86765957,23.40425532,61.70212766
6,26.16666667,12.655,91.59833333,16.66666667,16.66666667
28,7.642857143,3.185714286,24.76428571,28.57142857,50
264,10.75378788,3.751363636,17.69393939,77.65151515,21.21212121
31,3.580645161,4.491290323,11.79387097,48.38709677,41.93548387
16,4.0625,2.50875,12.483125,25,68.75
87,20.67816092,8.156206897,60.13563218,24.13793103,59.77011494
250,8.944,3.32632,32.29648,55.2,38
41,20.53658537,6.067804878,41.43780488,14.63414634,58.53658537
48,8.083333333,8.388125,29.09270833,39.58333333,50
47,7.425531915,3.018297872,18.02659574,8.510638298,31.91489362
59,8.169491525,2.843389831,21.06881356,15.25423729,49.15254237
57,36.43859649,35.05245614,105.9475439,28.07017544,42.10526316
137,8.189781022,3.54270073,20.60751825,29.19708029,63.50364964
121,17.43801653,6.335041322,49.51933884,51.23966942,42.14876033
83,8.951807229,5.765301205,27.33144578,12.04819277,49.39759036
9,3.333333333,0.941111111,10.42,0,11.11111111
385,12.17142857,8.34174026,28.55509091,34.28571429,48.57142857
43,4.581395349,1.619767442,10.28232558,32.55813953,25.58139535
18,10,8.813333333,37.33833333,11.11111111,66.66666667
125,24.512,8.2144,78.8028,8.8,76
122,9.204918033,5.652704918,22.04909836,14.75409836,49.18032787
211,7.507109005,3.101374408,12.46971564,11.84834123,56.39810427
54,6.055555556,2.213888889,21.45055556,16.66666667,37.03703704
30,6,1.708333333,14.168,20,66.66666667
44,6.181818182,2.803636364,28.22431818,31.81818182,56.81818182
218,7.605504587,3.663715596,22.02876147,28.44036697,58.25688073
325,6.883076923,3.297846154,18.06255385,72,25.53846154
61,10.78688525,6.143442623,29.23065574,9.836065574,42.62295082
53,12.22641509,7.973584906,35.50490566,37.73584906,41.50943396
59,16.6779661,7.451016949,53.05457627,6.779661017,57.62711864
26,2.923076923,1.280769231,14.82923077,42.30769231,46.15384615
30,10.9,6.462,26.97366667,13.33333333,43.33333333
84,5.964285714,3.095714286,21.00904762,39.28571429,55.95238095
41,5.073170732,6.523414634,22.52341463,19.51219512,60.97560976
98,3.459183673,2.345612245,14.03591837,10.20408163,31.63265306
7,18.57142857,10.4,57.37428571,14.28571429,71.42857143
127,6.519685039,2.274173228,19.69181102,11.81102362,47.24409449
15,4.466666667,0.912666667,8.004666667,40,53.33333333
321,6.23364486,3.575856698,19.5794081,44.85981308,48.90965732
173,9.25433526,7.091560694,33.28734104,23.69942197,62.42774566
31,7.193548387,8.128709677,24.32419355,9.677419355,58.06451613
84,7.678571429,4.276904762,24.44714286,5.952380952,28.57142857
53,10.60377358,7.508113208,34.27584906,45.28301887,50.94339623
105,5.676190476,5.94352381,22.6272381,40,54.28571429
79,6.810126582,4.935696203,18.92506329,11.39240506,58.2278481
110,11.44545455,5.099181818,37.84145455,5.454545455,57.27272727
78,23.41025641,11.31179487,77.22269231,32.05128205,50
21,7.523809524,3.074761905,25.4752381,23.80952381,42.85714286
202,7.772277228,4.58950495,20.92891089,6.930693069,33.16831683
41,6.170731707,3.183902439,30.37170732,31.70731707,39.02439024
271,4.361623616,1.892103321,11.91616236,28.78228782,38.00738007
92,10.14130435,3.538152174,33.85619565,36.95652174,61.95652174
183,8.781420765,3.330874317,32.62551913,11.47540984,69.3989071
290,8.927586207,3.726034483,19.04944828,38.27586207,51.37931034
61,15.01639344,8.156721311,40.56540984,57.37704918,39.3442623
83,4.34939759,2.551445783,11.77192771,22.89156627,63.85542169
108,11.73148148,6.863425926,36.645,18.51851852,44.44444444
269,8.643122677,5.582342007,20.11657993,25.27881041,52.41635688
5,8.2,16.956,29.862,100,0
12,3.916666667,1.259166667,12.4375,66.66666667,33.33333333
114,10.27192982,5.533333333,31.01421053,21.05263158,47.36842105
7,15.57142857,7.464285714,32.12285714,14.28571429,42.85714286
11,5.272727273,1.021818182,22.02181818,0,100
107,14.38317757,8.257383178,46.4888785,28.97196262,39.25233645
81,29.55555556,14.95481481,89.03308642,28.39506173,61.72839506
95,5.694736842,2.351052632,18.92136842,8.421052632,45.26315789
199,9.105527638,6.399547739,24.52095477,41.70854271,22.61306533
304,9.532894737,5.875296053,28.24434211,37.17105263,49.01315789
141,6.397163121,4.433546099,27.14198582,26.95035461,60.9929078
185,12.37297297,10.0167027,30.90124324,47.02702703,42.16216216
415,2.474698795,1.296048193,6.221759036,38.79518072,60.24096386
83,8.614457831,2.753012048,29.70192771,18.07228916,67.46987952
22,31.31818182,21.10863636,105.7086364,31.81818182,59.09090909
9,5.333333333,2.738888889,20.44666667,66.66666667,22.22222222
51,9.176470588,2.939215686,26.4927451,29.41176471,50.98039216
40,21.575,9.7935,64.45125,27.5,72.5
4,9.5,4.3325,23.135,25,75
41,30.12195122,11.28658537,73.26853659,12.19512195,75.6097561
11,5.727272727,2.918181818,16.56272727,27.27272727,72.72727273
53,9.547169811,3.747735849,19.58075472,18.86792453,54.71698113
61,28.98360656,15.40622951,99.72622951,14.75409836,57.37704918
92,4.706521739,1.885543478,13.50271739,15.2173913,27.17391304
109,12.75229358,7.602568807,34.48165138,28.44036697,63.30275229
19,7.684210526,3.098421053,26.17947368,10.52631579,84.21052632
106,15.71698113,11.10415094,55.99679245,25.47169811,66.03773585
71,12.98591549,4.70971831,34.06873239,36.61971831,50.70422535
14,3.857142857,1.691428571,11.21357143,14.28571429,57.14285714
150,15.79333333,5.7,57.03246667,17.33333333,68.66666667
75,13.58666667,14.0508,38.00773333,22.66666667,54.66666667
26,6.153846154,6.304230769,28.45076923,19.23076923,76.92307692
27,4.333333333,1.725925926,8.396666667,7.407407407,70.37037037
239,20.41422594,7.968242678,72.51937238,56.48535565,41.42259414
146,9.650684932,1.736575342,20.73089041,1.369863014,86.30136986
189,4.391534392,1.27989418,8.885608466,47.08994709,49.73544974
65,6.169230769,2.377846154,19.58923077,20,38.46153846
118,16.78813559,10.10576271,46.77135593,33.05084746,48.30508475
39,12.76923077,9.505641026,32.02076923,35.8974359,48.71794872
466,4.388412017,2.880343348,10.36008584,7.725321888,58.58369099
147,5.299319728,1.62585034,19.1985034,19.04761905,44.21768707
120,7.308333333,2.841333333,25.74783333,25.83333333,41.66666667
61,5.950819672,4.610491803,15.3047541,21.31147541,34.42622951
154,6.948051948,3.476883117,17.47383117,14.93506494,51.2987013
67,12.37313433,9.131044776,24.90925373,26.86567164,38.80597015
29,12.17241379,7.316206897,36.46758621,6.896551724,44.82758621
30,6.433333333,3.204666667,13.11666667,30,60
48,14.77083333,8.824166667,44.28145833,22.91666667,45.83333333
67,6.671641791,3.397910448,24.63641791,19.40298507,55.2238806
48,14.60416667,7.065833333,46.623125,52.08333333,43.75
182,14.8021978,9.25510989,31.5443956,17.03296703,73.62637363
124,13.32258065,7.173387097,43.15653226,90.32258065,9.677419355
15,7.466666667,3.415333333,36.05066667,20,60
126,9.214285714,5.175,23.5065873,26.19047619,46.03174603
34,8.882352941,3.634411765,25.56352941,29.41176471,58.82352941
103,6.631067961,2.749902913,29.93446602,56.31067961,30.09708738
296,7.618243243,5.651081081,25.87726351,33.44594595,44.93243243
6,8.833333333,2.828333333,29.78333333,33.33333333,66.66666667
125,9.104,4.53024,30.3936,40,55.2
157,19.84713376,7.994267516,55.60426752,38.21656051,56.05095541
7,9.571428571,9.931428571,48.62,28.57142857,42.85714286
234,3.508547009,1.162521368,12.12534188,17.52136752,60.68376068
22,32.09090909,24.54636364,77.46681818,31.81818182,50
371,9.830188679,4.093827493,34.31088949,36.11859838,47.4393531
2,35,14.84,86.425,0,100
37,5.027027027,1.829459459,12.0972973,18.91891892,37.83783784
217,18.46543779,9.324700461,40.30921659,31.79723502,58.06451613
91,12.71428571,4.530549451,32.82956044,63.73626374,36.26373626
4,5.75,6.62,13.1,25,25
86,9.709302326,6.151976744,29.84790698,23.25581395,73.25581395
170,8.735294118,5.473764706,41.46135294,38.23529412,55.29411765
48,8.208333333,3.970416667,12.82875,10.41666667,68.75
114,23.07017544,20.55622807,63.03833333,19.29824561,79.8245614
53,6.811320755,4.481509434,25.40490566,15.09433962,39.62264151
35,10.25714286,4.279428571,29.57,22.85714286,42.85714286
133,8.473684211,3.821278195,25.46451128,73.68421053,25.56390977
161,35.21118012,16.86695652,97.61826087,40.99378882,58.38509317
10,16.3,10.262,44.042,70,20
13,3.538461538,1.421538462,7.454615385,30.76923077,38.46153846
163,10.50306748,4.336748466,43.55558282,20.85889571,71.7791411
24,3.541666667,3.187083333,8.4975,20.83333333,29.16666667
493,4.931034483,1.295699797,9.563123732,17.64705882,44.21906694
133,9.654135338,4.363684211,23.80789474,30.07518797,66.91729323
325,4.686153846,1.962092308,14.50898462,4,90.76923077
2,12,3.19,27.82,50,0
129,25.13178295,12.03170543,59.89488372,29.45736434,70.54263566
93,11.89247312,4.820860215,33.55688172,27.95698925,58.06451613
34,5.029411765,2.006176471,20.43235294,29.41176471,58.82352941
150,12.53333333,5.903666667,38.42293333,72,26.66666667
80,13.4375,7.093875,48.9355,11.25,60
41,21.36585366,13.25536585,71.45658537,78.04878049,19.51219512
281,9.430604982,4.322846975,16.64209964,33.4519573,52.66903915
131,11.45038168,5.721526718,43.49045802,38.93129771,51.14503817
58,11.60344828,8.713275862,22.18172414,24.13793103,53.44827586
271,16.9298893,12.05409594,54.91114391,7.380073801,71.95571956
108,5.425925926,2.421574074,16.72240741,33.33333333,48.14814815
49,8.632653061,3.987346939,28.82938776,10.20408163,36.73469388
104,29.41346154,8.334326923,110.0381731,50.96153846,49.03846154
180,8.777777778,4.777777778,21.64022222,6.111111111,36.11111111
65,7.969230769,2.378461538,24.09061538,33.84615385,58.46153846
68,5.088235294,3.442352941,12.83691176,11.76470588,36.76470588
107,5.728971963,2.582616822,16.73579439,32.71028037,56.07476636
248,7.334677419,3.547701613,24.84673387,24.19354839,52.01612903
125,6.16,3.33424,16.7408,18.4,39.2
17,15.05882353,8.598823529,57.55764706,17.64705882,64.70588235
310,15.09032258,5.799419355,59.65851613,37.09677419,56.77419355
96,10.59375,5.154270833,26.44666667,13.54166667,60.41666667
80,7.5375,3.68025,27.923,13.75,71.25
46,5.152173913,5.319782609,19.88173913,50,43.47826087
240,7.270833333,2.648166667,25.44658333,13.75,60.41666667
98,10.46938776,8.144285714,37.27520408,69.3877551,13.26530612
45,9.466666667,3.855777778,39.48111111,33.33333333,22.22222222
52,2.673076923,6.700576923,13.39192308,3.846153846,65.38461538
56,11.51785714,6.046964286,44.12482143,8.928571429,25
135,13.0962963,9.940518519,33.33222222,25.92592593,55.55555556
129,3.92248062,3.481705426,8.90248062,58.91472868,36.43410853
158,8.373417722,6.749936709,42.38740506,28.48101266,45.56962025
112,11.83928571,6.166964286,21.66339286,10.71428571,86.60714286
284,5.334507042,1.95778169,20.99922535,33.09859155,41.54929577
153,6.320261438,2.887712418,16.26568627,6.535947712,82.35294118
16,5.8125,3.799375,32.164375,18.75,68.75
29,29.68965517,13.37551724,75.07034483,17.24137931,79.31034483
84,14.5952381,7.242380952,35.86857143,26.19047619,47.61904762
256,8.21875,3.667851563,27.19125,26.5625,53.515625
46,8.195652174,10.42934783,36.88282609,32.60869565,50
99,8.02020202,3.358686869,21.5210101,36.36363636,19.19191919
194,9.041237113,7.969123711,30.99505155,23.19587629,65.46391753
20,16.8,17.7465,49.166,30,40
14,8.285714286,6.007142857,16.48928571,14.28571429,57.14285714
24,24.16666667,11.33375,101.74125,25,58.33333333
151,14.11258278,9.389933775,36.71463576,26.49006623,52.31788079
228,10.21052632,5.313508772,34.47741228,32.89473684,60.0877193
53,5.58490566,2.251132075,20.2454717,20.75471698,20.75471698
95,16.48421053,7.408315789,35.38347368,11.57894737,51.57894737
43,4.372093023,5.493255814,12.62534884,46.51162791,51.1627907
107,8.102803738,3.844205607,22.21579439,36.44859813,37.38317757
36,4.194444444,3.576666667,14.76861111,16.66666667,63.88888889
257,4.556420233,1.851828794,13.56634241,24.90272374,59.53307393
76,5.013157895,1.324868421,12.49763158,2.631578947,57.89473684
117,14.04273504,5.907606838,32.29700855,29.91452991,32.47863248
93,2.849462366,11.48763441,19.54,44.08602151,44.08602151
30,24.16666667,10.38133333,77.29133333,33.33333333,53.33333333
90,19.45555556,10.58833333,65.73033333,18.88888889,71.11111111
67,22.26865672,13.2838806,66.51522388,23.88059701,68.65671642
38,4.842105263,1.223684211,14.95289474,23.68421053,76.31578947
6,4.5,1.678333333,13.98,0,83.33333333
76,10.77631579,3.784473684,31.18289474,32.89473684,60.52631579
214,4.976635514,2.632850467,14.46126168,37.38317757,45.79439252
103,9.368932039,6.945145631,25.67194175,37.86407767,60.19417476
44,9.386363636,3.742954545,28.67318182,34.09090909,47.72727273
232,3.530172414,1.753577586,11.62284483,6.465517241,31.89655172
30,2.033333333,0.272333333,7.068333333,10,76.66666667
136,4.338235294,2.340441176,12.28264706,30.88235294,41.91176471
45,2.377777778,1.116222222,10.96377778,13.33333333,62.22222222
34,7.088235294,3.891764706,24.33647059,26.47058824,35.29411765
65,11.38461538,6.188153846,23.69923077,40,60
161,4.229813665,2.066956522,14.75950311,24.22360248,56.52173913
26,12.88461538,13.5,30.26884615,46.15384615,38.46153846
34,5.588235294,2.440882353,21.85147059,20.58823529,38.23529412
356,8.72752809,7.187724719,23.07845506,8.426966292,72.75280899
25,13.44,5.3008,50.136,12,76
94,16.93617021,9.506489362,67.17053191,18.08510638,76.59574468
78,4.948717949,1.858717949,9.205128205,42.30769231,42.30769231
127,5.811023622,5.585826772,13.27275591,11.81102362,70.07874016
67,4.626865672,1.349402985,17.83492537,7.462686567,92.53731343
113,3.053097345,1.259292035,6.729646018,51.32743363,47.78761062
